Pre-Prod No.;Client;Description;Artwork required;STATUS;Comments;Artwork Received;Sent Proof for WT_SP;Sent Proof to Client;Proof Approved (Conventional);Ordered Plates;Plates Arrived;Ordered Foil Block;Foil Block Arrived;Quoted;Spec Supplied
12325;Serendipity;Solal Skin Wash 50ml;X;Closed;;11.10.2016;12.10.2016;12.10.2016;31.10.2016;01.11.2016;02.11.2016;;;;
12326;Serendipity;Solal SPF 15ml;X;Closed;;11.10.2016;12.10.2016;12.10.2016;31.10.2016;01.11.2016;02.11.2016;;;;
12327;Serendipity;Solal La Bomb Light 15ml;X;Closed;;11.10.2016;12.10.2016;12.10.2016;31.10.2016;01.11.2016;02.11.2016;;;;
12329;Technikon Laboratories;Techniblock Sun Protection Lotion SPF 50 125ml;X;;;;;-;-;-;-;-;-;;
12328;Serendipity;Solal La Bomb Rich 15ml;X;Closed;;11.10.2016;12.10.2016;12.10.2016;31.10.2016;01.11.2016;02.11.2016;;;;
12331;Supernice Trading;Shoprite Honey 475g /335ml Bottle Clear;;;;;;-;-;-;-;-;-;;
12332;Cedaberg Aqua CC;Pineapple & Coconut Spark Water 500ml;;;;;;-;-;-;-;-;-;;
12333;Cedaberg Aqua CC;Raspberry & Orange Spark Water 500ml;;;;;;-;-;-;-;-;-;;
12334;Cedaberg Aqua CC;Ginger & Lime Spark Water 500ml;;;;;;-;-;-;-;-;-;;
12335;Cedaberg Aqua CC;Strawberry & Mint Spark Water 500ml;;;;;;-;-;-;-;-;-;;
12336;Cedaberg Aqua CC;Lemon Spark Water 500ml;;;;;;-;-;-;-;-;-;;
12337;Datlabs;Aquous Cream 300gm;X;;;;;-;-;-;-;-;-;;
12338;Elso Holdings;Square Mousson Cap - lilac;;;;;;-;-;-;-;-;-;;
12339;Elso Holdings;Square Mousson Cap - Blue;;;;;;-;-;-;-;-;-;;
12340;Elso Holdings;Square Mousson Cap - Pink;;;;;;-;-;-;-;-;-;;
12341;Elso Holdings;Square Mousson Cap - Green;;;;;;-;-;-;-;-;-;;
12342;Amka Products;Satiskin  Bottle 400ml;;;;;;-;-;-;-;-;-;;
12330;Le-Sel;Moringa Miracle Tissue Oil 100ml;X;Closed;;12.09.2016;30.09.2016;30.09.2016;19.10.2016;19.10.2016;20.10.2016;;;19.10.2016;
12344;Diageo South Africa;Gilbey's 750ml PET Clear;;Closed;;;;-;-;-;-;-;-;;
12345;Amka Products;F/T Cap White - Satiskin (ITW 12342);;Closed;;;;-;-;-;-;-;-;;
12346;Canway;Beauty Sleep 200ml (rework Colour);;Closed;;;;-;-;-;-;-;-;;
12347;Canway;Beauty Sleep 375ml (rework Colour);;Closed;;;;-;-;-;-;-;-;;
12348;Canway;Beauty Sleep 720ml (rework Colour);;Closed;;;;-;-;-;-;-;-;;
12349;Chamonix Water;Banting Cranberry Spark Water 500ml;;Closed;;;;-;-;-;-;-;-;;
12350;Chamonix Water;Banting Lemon Spark Water 500ml;;Closed;;;;-;-;-;-;-;-;;
12351;Chamonix Water;Banting Granadilla Spark Water 500ml;;Closed;;;;-;-;-;-;-;-;;
12352;Serendipity;Drawing For Amber Jar 500ml;;Closed;;;;-;-;-;-;-;-;;
12353;Silverlabs;Sports After Sun Liqui Gel 100ml;X;Closed;;;;-;-;-;-;-;-;;
12354;Silverlabs;Sports Blister & Wound Gel 100ml;X;Closed;;;;-;-;-;-;-;-;;
12355;Silverlabs;Sport Chafing Repair 75ml;X;Closed;;;;-;-;-;-;-;-;;
12356;Canway;CPL Toner Antioxidant Rooibos Tissue Oil Cap;;Closed;;;;-;-;-;-;-;-;;
12357;Canway;CPL Toner Omega Aloe Tissue Oil Cap;;Closed;;;;-;-;-;-;-;-;;
12358;Canway;CPL Toner White Tea Tissue Oil Cap Cancelled (13/12/2016);;Closed;;;;-;-;-;-;-;-;;
12359;Canway;CPL Toner Even Tone Tissue Oil Cap;;Closed;;;;-;-;-;-;-;-;;
12360;Spanjaard;Spanjaard Hand Cleaner 30g;X;Closed;;04.10.2016;07.10.2016;10.10.2016;13.10.2016;14.10.2016;18.10.2016;;;;
12361;Repcillin;Crocodile Oil 15ml;X;Closed;;;;-;-;-;-;-;-;;
12362;Cal-Mo;Cuticle Cream 15ml;X;Closed;;26.10.2016;26.10.2016;27.10.2016;31.10.2016;01.11.2016;02.11.2016;01.11.2016;04.11.2016;;
12363;Cal-Mo;Hand Cream 30ml;X;Closed;;26.10.2016;26.10.2016;27.10.2016;31.10.2016;01.11.2016;02.11.2016;01.11.2016;04.11.2016;;
12364;ZA Natural Care;Aloe Gel With Aloe Ferox 200ml;X;Closed;;12.10.2016;17.10.2016;18.10.2016;19.10.2016;20.10.2016;24.10.2016;;;;
12365;Saloncare;Advanced Cleansing Milk 150ml;X;Closed;;;;-;-;-;-;-;-;;
12366;Saloncare;Advanced Alpha C Boost 50ml;X;Closed;;;;-;-;-;-;-;-;;
12367;Saloncare;Advanced Even Tone 50ml;X;Closed;;;;-;-;-;-;-;-;;
12368;Saloncare;Advanced Eye Cream 15ml;X;Closed;;;;-;-;-;-;-;-;;
12369;Wefco Marketing International cc;Moz Q Lotion 50ml;X;Closed;;;;-;-;-;-;-;-;;
12370;Wefco Marketing International cc;Moz q lotion 100ml;X;Closed;;;;-;-;-;-;-;-;;
12371;Antjies;Lavender Lotion 60ml;X;Closed;;;;-;-;-;-;-;-;;
12372;Antjies;Liquid Soap 60ml;X;Closed;;;;-;-;-;-;-;-;;
12373;J&J;Baby Powder 500g;X;Closed;;13.10.2016;20.10.2016;-;20.10.2016;21.10.2016;24.10.2016;;;;
12374;Sol RX;Original Sunscreen SPF50 120ml;X;Closed;;;;-;-;-;-;-;-;;
12375;Creighton Prod.;Mr Price Sun Doctor SunScreen 125/150ml;;Closed;;;;-;-;-;-;-;-;;
12376;Creighton Prod.;Mr Price Sun Doctor Sun Screen 400ml;;Closed;;;;-;-;-;-;-;-;;
12377;Elula Trading;Xtra Hydrating Treatment Celltone 100ml;X;Closed;;18.10.2016;02.11.2016;02.11.2016;11.11.2016;15.11.2016;16.11.2016;15.11.2016;;;
12378;Canway;OSH Foam Bath Cap Double the Yum;;Closed;;;;-;-;-;-;-;-;;
12379;DRA Pharmaceuticals;Tube 40x120/10 ABL Silver;X;Closed;;;;-;-;-;-;-;-;;
12380;Chet Chemicals;2L Magic Bottle - 38mm Neck - Natural;;Closed;;;;-;-;-;-;-;-;;
12381;Consumer / Tiger;Trigger Bottle - Blue;;Closed;;;;-;-;-;-;-;-;;
12382;Revlon SA;Love Her Madly Original R/O Bottle;;Closed;;;;-;-;-;-;-;-;;
12383;Revlon SA;Love Her Madly Original R/O Cap;;Closed;;;;-;-;-;-;-;-;;
12384;Deterchem T/A Aqua Marine Investment;Thick Bleach 750ml Bottle - Lilac;;Closed;;;;-;-;-;-;-;-;;
12385;Marico SA;Caivil Really S & S Hair &Scalp Nourishing 250ml;X;Closed;;19.10.2016;04.11.2016;07.11.2016;09.11.2016;11.11.2016;15.11.2016;;;;
12386;Marico SA;Caivil Really S & S Oil Moisturiser 250ml;X;Closed;;19.10.2016;04.11.2016;07.11.2016;09.11.2016;11.11.2016;15.11.2016;;;;
12387;Marico SA;Caivil Really S & S Oil Moisturising Spray 250ml;X;Closed;;19.10.2016;04.11.2016;07.11.2016;09.11.2016;11.11.2016;15.11.2016;;;;
12388;Repcillin;Crocodile Oil 50ml;X;Closed;;;;-;-;-;-;-;-;;
12389;Cipla;Tablet Bottle 2 Cavity Mould Modification;;Closed;;;;-;-;-;-;-;-;;
12390;Jamila;Vanda Summer Peach Hand and Nail 75ml;X;Closed;;24.10.2016;31.10.2016;01.11.2016;17.11.2016;21.11.2016;23.11.2016;23.11.2016;30.11.2016;;
12391;Jamila;Vanda Anti Age Sun Shield 75ml;X;Closed;;24.10.2016;31.10.2016;01.11.2016;17.11.2016;21.11.2016;23.11.2016;23.11.2016;30.11.2016;;
12392;Jamila;Vanda First Aid Soothing Cream 50ml;X;Closed;;24.10.2016;31.10.2016;01.11.2016;17.11.2016;21.11.2016;23.11.2016;23.11.2016;30.11.2016;;
12393;Jamila;Vanda Advanced Hand Therapy 50ml;X;Closed;;24.10.2016;31.10.2016;01.11.2016;17.11.2016;21.11.2016;23.11.2016;23.11.2016;30.11.2016;;
12394;Jamila;Vanda Deodorant Para B/B R/O 50ml;X;Closed;;08.11.2016;02.11.2016;05.12.2016;07.12.2016;07.12.2016;09.12.2016;;;;
12395;Environ Skin Care;Japan Conductive Gel 200ml;X;Closed;;26.10.2016;28.10.2016;31.10.2016;08.11.2016;08.11.2016;15.11.2016;;;;
12396;Totally Wild;Aloe 24 SA 100ml;X;Closed;;;;-;-;-;-;-;-;;
12397;Skinchem (Pty) Ltd.;I/G Mens Exfoliator 50ml;X;Closed;;26.10.2016;01.11.2016;01.11.2016;10.11.2016;11.11.2016;15.11.2016;;;;
12398;Skinchem (Pty) Ltd.;I/G Platinum Age Defence Gel 50ml;X;Closed;;26.10.2016;01.11.2016;01.11.2016;10.11.2016;11.11.2016;15.11.2016;;;;
12399;Skinchem (Pty) Ltd.;I/G Mens Exfoliator 20ml;X;Closed;;26.10.2016;01.11.2016;01.11.2016;10.11.2016;11.11.2016;15.11.2016;;;;
12400;;;X;;;;;-;-;-;-;-;-;;
12401;PD Pharma;E-Blok Vitamin E Cream With Sunblock 50g;X;;;;;-;-;-;-;-;-;;
12402;PD Pharma;E-Night Cream  50g;X;;;;;-;-;-;-;-;-;;
12403;PD Pharma;U- Derm Cream 50g;X;;;;;-;-;-;-;-;-;;
12404;PD Pharma;Aloe-E- Mune 50g;X;;;;;-;-;-;-;-;-;;
12405;CT Toiletry Co;Tube 40x125/10 LDPE White;;;;;;-;-;-;-;-;-;;
12406;Cape Kingdom;1.5lt Nectar 1881 nNectar 1.5Lt 1881 Neck Clear PET Bottle;;;;;;-;-;-;-;-;-;;
12407;J&J;Johnson's Baby Powder 50g Bottle;X;Closed;;26.10.2016;31.10.2016;-;-;01.11.2016;02.11.2016;;;;
12408;Amka Products;Playboy Black Gold Indented R/O Bottle 50ml;;;;;;-;-;-;-;-;-;;
12409;Amka Products;Playboy Hypnotize Indented R/O Bottle 50ml ;;;;;;-;-;-;-;-;-;;
12410;Amka Products;Playboy Hypnotize Indented R/O Cap  ;;;;;;-;-;-;-;-;-;;
12411;Amka Products;Playboy Original Indented R/O Bottle ( Cool Grey 4c and Cool grey 6c);;;;;;-;-;-;-;-;-;;
12412;SH'ZEN;Sh'zen Men Ennea Hydra Lot SPF15 50ml;X;;;;;-;-;-;-;-;-;;
12413;KERRY Ingredients;38mm Natural Pilfer Froof B/O F/T Cap;;;;;;-;-;-;-;-;-;;
12414;Elula Trading;Xtra Hydrating Treatment Celltone 100ml;X;;;;;-;-;-;-;-;-;;
12415;Eli And You;Sunblock 100ml;X;;;;;-;-;-;-;-;-;;
12416;Le-Sel;Baby Powder 5 Gtube and c B/Hime P/Proof Bott;X;;;;;-;-;-;-;-;-;;
12417;Le-Sel;Tissue Oil Nourishing Body Protector Restage 150ml;X;Closed;;28.10.2016;02.11.2016;02.11.2016;07.11.2016;08.11.2016;;;;;
12418;Natures Touch;Tube 40x120/4 PBL White;;;;;;-;-;-;-;-;-;;
12419;Indigo Cosmetics;Panache Hand Cream 75ml;X;Closed;;31.10.2016;02.11.2016;02.11.2016;03.11.2016;04.11.2016;09.11.2016;04.11.2016;14.11.2016;;
12420;Le-Sel;Blue Ice 250ml;;;;;;-;-;-;-;-;-;;
12421;Pharma Q;Peaceful Sleep Insect Repellent 100ml;X;Closed;;28.10.2016;04.11.2016;07.11.2016;23.11.2016;23.11.2016;05.12.2016;;;;
12422;Environ Skin Care;Environ Professional Conductive Gel 200ml;;Closed;;07.11.2016;09.11.2016;10.11.2016;10.11.2016;11.11.2016;16.11.2016;;;;
12423;Tiger (Filler Prime);Peacefull Sleep Insect Repellant 100ml (Duplicate of 12421);X;;;;;-;-;-;-;-;-;;
12424;Amka Products;STS Male B/B R/O Cap Domed Dk Blue;;;;;;-;-;-;-;-;-;;
12425;Consumer / Tiger;Peaceful Sleep Family Care - 100ml;X;Closed;;04.11.2016;09.11.2016;09.11.2016;23.11.2016;23.11.2016;05.12.2016;;;;
12426;MRL Private Collection;Moisturising Lotion For Her 75ml;X;;;;;-;-;-;-;-;-;;
12427;L Dingler;Taxi Menthol 15g Artwork;X;;;;;-;-;-;-;-;-;;
12428;L Dingler;Taxi 15g RegularArtwork;X;;;;;-;-;-;-;-;-;;
12429;J Strickland;Collet Long Skirt Spray Pump (off hold);;;;;;-;-;-;-;-;-;;
12430;Amka Products;Bump Patrol Face and Head Wash 100ml;X;;;;;-;-;-;-;-;-;;
12431;Botle Buhle;Orijins Maxitone Tissue Oil 60 ml;X;Closed;;07.11.2016;14.11.2016;21.11.2016;23.11.2016;25.11.2016;01.12.2016;;;;
12432;Botle Buhle;Orijins Face Cream 50ml;X;;;;;-;-;-;-;-;-;;
12433;Botle Buhle;Divina Female Lot Tube;X;Closed;;07.11.2016;15.11.2016;30.11.2016;02.12.2016;05.12.2016;07.12.2016;05.12.2016;;;
12434;Botle Buhle;Divino Male Lotion 150ml;X;Closed;;07.11.2016;15.11.2016;30.11.2016;02.12.2016;05.12.2016;07.12.2016;05.12.2016;;;
12435;Indigo Cosmetics;English Blazer Red Body Wash 150ml;X;Closed;;23.02.2017;01.03.2017;02.03.2017;07.03.2017;07.03.2017;09.03.2017;  ;;;
12436;Indigo Cosmetics;Bond Street Nr 33 Body Wash 150ml;X;;-;;;-;-;-;-;-;-;;
12437;Genop Healthcare;Epimax Baby Lotion 25g ;X;Closed;;09.11.2016;15.11.2016;15.11.2016;15.11.2016;16.11.2016;17.11.2016;;;;
12438;Genop Healthcare;Epimax Baby & Junior Cream 50g Jar;X;Closed;;09.11.2016;15.11.2016;15.11.2016;15.11.2016;17.11.2016;17.11.2016;;;;
12439;Genop Healthcare;Epimax Baby & Junior Bath 50ml Bottle;X;Closed;;09.11.2016;15.11.2016;15.11.2016;15.11.2016;18.11.2016;17.11.2016;;;;
12440;Catwalk;Amenities 60ml;X;;-;;;-;-;-;-;-;-;;
12441;Amka Products;Mousson Berry 2l Pet Bottle;;;-;;;-;-;-;-;-;-;;
12442;;;;;-;;;-;-;-;-;-;-;;
12443;Genop Healthcare;Flip Top Cap 22 Short White Tabard Clip;;;-;;;-;-;-;-;-;-;;
12444;Saradox;Good Stuff Time On Your hands 75ml;X;;-;;;-;-;-;-;-;-;;
12445;Saradox;Good Stuff Bee Natural 75ml;X;;-;;;-;-;-;-;-;-;;
12446;Fruition;Flip Top Screw On 38mm White - Wadded 37.3;;;-;;;-;-;-;-;-;-;;
12447;Bushmans Chilli Company;38 Black Oval Pilfer Proof B/O F/T Cap;;;-;;;-;-;-;-;-;-;;
12448;Amka Products;STS Female White B/B Indented R/O Bottle 50ml;X;;-;;;-;-;-;-;-;-;;
12449;Canway;24mm Std Screw On Cap - Remove seal Ring;;;-;;;-;-;-;-;-;-;;
12450;Botle Buhle;Divino Male 150ml ( 500required);X;;-;;;-;-;-;-;-;-;;
12451;Botle Buhle;Divina Female 150ml ( 500required);X;;-;;;-;-;-;-;-;-;;
12452;Botle Buhle;Divina Female 150ml ( 500required);X;;-;;;-;-;-;-;-;-;;
12453;Botle Buhle;Divina Male 150ml ( 500required);X;;-;;;-;-;-;-;-;-;;
12454;Jamila;Vanda Hand Cleanser 75ml;X;Closed;;14.11.2016;21.11.2016;21.11.2016;22.11.2016;23.11.2016;29.11.2016;23.11.2016;30.11.2016;;
12455;Amka Products;CT09 Cuticura Face Scrub 150ml;X;Closed;;17.10.2016;21.11.2016;21.11.2016;28.11.2016;28.11.2016;02.12.2016;;;;
12456;Amka Products;CT07 Cuticura Face Wash Gel T/Tree 150ml;X;Closed;;17.10.2016;21.11.2016;21.11.2016;01.12.2016;02.12.2016;06.12.2016;;;;
12457;Amka Products;CT05 Cuticura Face Wash Gel INT O/Cont 150ml;X;Closed;;17.10.2016;21.11.2016;21.11.2016;28.11.2016;28.11.2016;02.12.2016;;;;
12458;CT Toiletry Co;LM  Barber Aftershave Balm 125ml - M/lacq;X;Closed;-;;;-;-;-;-;-;-;;
12459;CT Toiletry Co;LM Barber Shave Cream 125ml - M/lacq;X;Closed;-;;;-;-;-;-;-;-;;
12460;CT Toiletry Co;Tube 50x180/10 LDPE Black;;Closed;-;;;-;-;-;-;-;-;;
12461;CT Toiletry Co;Tube 50x125/10 LDPE Natural;;Closed;-;;;-;-;-;-;-;-;;
12462;Revlon SA;P/Honey Unforgetable Encounter 250;;Closed;-;;;-;-;-;-;-;-;;
12463;CT Toiletry Co;Tube 50x180/10 LDPE White;;Closed;-;;;-;-;-;-;-;-;;
12464;CT Toiletry Co;Tube 50x180/10 LDPE Natural;;Closed;-;;;-;-;-;-;-;-;;
12465;Canway;Venus Cap Rooibos -Lt  Peach;;Closed;-;;;-;-;-;-;-;-;;
12466;Revlon SA;P/Honey Flex 2 In 1  Dandruff 250ml;;Closed;-;;;-;-;-;-;-;-;;
12467;Revlon SA;P/Honey Flex Protection Shampoo 250ml;;Closed;-;;;-;-;-;-;-;-;;
12468;Revlon SA;P/honey Flex Dry Damage Hydrate 250ml;;Closed;-;;;-;-;-;-;-;-;;
12469;Revlon SA;P/Honey Flex Fine Flat Shampoo Balance 250ml;;Closed;-;;;-;-;-;-;-;-;;
12470;Revlon SA;P/Honey Flex Normal 2 in 1 250ml;;Closed;-;;;-;-;-;-;-;-;;
12471;Revlon SA;P/Honey Flex Condition Radiiance 250ml;;Closed;-;;;-;-;-;-;-;-;;
12472;Revlon SA;P/Honey Flex Normal Shampoo Balance 250ml;;Closed;-;;;-;-;-;-;-;-;;
12473;Revlon SA;P/Honey Flex Everyday Shampoo 250ml;;Closed;-;;;-;-;-;-;-;-;;
12474;Revlon SA;P/Honey Flex Fine/Flat 2 in 1 250ml;;Closed;-;;;-;-;-;-;-;-;;
12475;Revlon SA;P/Honey Flex Dry Damage Coditioner Hydrate 250ml;;Closed;-;;;-;-;-;-;-;-;;
12476;Revlon SA;P/Honey Flex Everyday Conditioner Gentle 250ml;;Closed;-;;;-;-;-;-;-;-;;
12477;Revlon SA;P/Honey Flex Normal Conditioner Hydrate 250ml;;Closed;-;;;-;-;-;-;-;-;;
12478;Revlon SA;P/Honey Flex Fine Flat Conditioner 250ml;;Closed;-;;;-;-;-;-;-;-;;
12479;Revlon SA;P/Honey Flex Shampoo Cap Salmon Pink;;Closed;-;;;-;-;-;-;-;-;;
12480;Revlon SA;P/Honey Flex Shampoo Cap Blue;;Closed;-;;;-;-;-;-;-;-;;
12481;Revlon SA;P/Honey Flex Shampoo Cap Green;;Closed;-;;;-;-;-;-;-;-;;
12482;Revlon SA;P/Honey Flex Shampoo Cap Purple;;Closed;-;;;-;-;-;-;-;-;;
12483;Chamonix Water;House Brand Water;;Closed;-;;;-;-;-;-;-;-;;
12484;KERRY Ingredients;38mm Natural Oval Pilfer Proof B/O F/T  - Natural;;Closed;-;;;-;-;-;-;-;-;;
12485;Amka Products;CT06 Cuticura Face Wash Gel Gentle Hygiene 150ml;X;Closed;;17.10.2016;21.11.2016;21.11.2016;28.11.2016;28.11.2016;02.12.2016;;;;
12486;Skinchem (Pty) Ltd.;I/G Platinum Age Defence 10ml;X;Closed;;17.11.2016;25.11.2016;29.11.2016;09.12.2016;12.12.2016;14.12.2016;;;;
12487;Skinchem (Pty) Ltd.;I/G Mens Moisturiser 20ml;X;Closed;;17.11.2016;25.11.2016;29.11.2016;09.12.2016;12.12.2016;14.12.2016;;;;
12488;Skinchem (Pty) Ltd.;I/G Fresh Solution SPF15 50ml;X;Closed;;17.11.2016;25.11.2016;29.11.2016;09.12.2016;12.12.2016;14.12.2016;;;;
12489;Skinchem (Pty) Ltd.;I/G Platinum Repair Mask 10ml;X;Closed;;17.11.2016;25.11.2016;29.11.2016;09.12.2016;12.12.2016;20.01.2017;;;;
12490;Skinchem (Pty) Ltd.; I/G Platinum Oil Defence 20ml;X;Closed;;17.11.2016;25.11.2016;29.11.2016;09.12.2016;12.12.2016;14.12.2016;;;;
12491;CT Toiletry Co;Ingredients Vanilla and  B/Sugar Exfoiliator 220ml;X;Closed;;07.11.2016;01.12.2016;02.12.2016;15.12.2016;21.12.2016;26.01.2017;;;;
12492;CT Toiletry Co;Ingredients Marula And Fynbos Honey Exfoliator 220ml;X;Closed;;07.11.2016;01.12.2016;02.12.2016;15.12.2016;21.12.2016;26.01.2017;;;;
12493;CT Toiletry Co;WW Ingredients Marula and Fynbos Honey 75ml;X;Closed;;07.11.2016;01.12.2016;08.12.2016;15.12.2016;21.12.2016;27.01.2017;;;;
12494;CT Toiletry Co;WW Ingredients Rooibos and Honeybush 75ml;X;Closed;;07.11.2016;01.12.2016;08.12.2016;15.12.2016;21.12.2016;27.01.2017;;;;
12495;CT Toiletry Co;Ingredients Rooibos And Honeybush Exfoliator 220ml;X;Closed;;07.11.2016;01.12.2016;02.12.2016;15.12.2016;21.12.2016;26.01.2017;;;;
12496;CT Toiletry Co;Ingredients Olive and Argon Exfoliator 220ml;X;Closed;;07.11.2016;01.12.2016;02.12.2016;15.12.2016;21.12.2016;26.01.2017;;;;
12497;CT Toiletry Co;WW Ingredients Olive and Argan Hand and Nail 75ml;X;Closed;;07.11.2016;01.12.2016;08.12.2016;15.12.2016;21.12.2016;27.01.2017;;;;
12498;CT Toiletry Co;WW Ingredients Vanilla and Brown Sugar 75ml;X;Closed;;07.11.2016;01.12.2016;08.12.2016;15.12.2016;21.12.2016;27.01.2017;;;;
12499;CT Toiletry Co;WW Ingredients Vanilla Mask 75ml;X;Closed;;07.11.2016;01.12.2016;08.12.2016;15.12.2016;21.12.2016;27.01.2017;;;;
12500;Prime Products;Body Balance Bonus Size Hand and Nail cream 100ml;X;Closed;;17.11.2016;28.11.2016;29.11.2016;02.02.2017;02.02.2017;07.02.2017;;;;
12501;African Botanics;Therapy Gel 60ml;X;Closed;-;;;-;-;-;-;-;-;;
12502;CT Toiletry Co;Simply Floral 75ml ;X;Closed;-;;;-;-;-;-;-;-;;
12503;Kemklean;Detergent Flip Top Cap Std White;;Closed;-;;;-;-;-;-;-;-;;
12504;Le-Sel;Bio Baby 250ml  non T/E Jar L/Skirt ;;Closed;-;;;-;-;-;-;-;-;;
12505;Le-Sel;B/Factory Lid Flat 250/450 - Not Engraved;;Closed;-;;;-;-;-;-;-;-;;
12506;Chet Chemicals;Regular Crystal 1kg - labelled;;Closed;-;;;-;-;-;-;-;-;;
12507;Chet Chemicals;Ruby Crystal 1kg - labelled;;Closed;-;;;-;-;-;-;-;-;;
12508;Acorn Pharmaceuticals;Tabard 150ml Boston Round - White;X;Closed;;03.11.2016;28.11.2016;29.11.2016;01.12.2016;05.12.2016;07.12.2016;;;;
12509;Acorn Pharmaceuticals;Tabard 50ml Boston Round - White;X;Closed;;03.11.2016;28.11.2016;29.11.2016;01.12.2016;05.12.2016;07.12.2016;;;;
12510;Amka Products;Aqueous Standard 350ml - Natural;;;;;;-;-;-;-;-;-;;
12511;Libma Enterprises;Essence Hand And Body Lotion 100ml;X;;;;;-;-;-;-;-;-;;
12512;Botle Buhle;R/O Cap B/B Domed - Gold 871c;;;;;;-;-;-;-;-;-;;
12513;Botle Buhle;R/O Cap B/B Flat - Silver 877c;;;;;;-;-;-;-;-;-;;
12514;Botle Buhle;Divina Fem B/B R/O Bottle - Blue;;;;;;-;-;-;-;-;-;;
12515;L Dingler;Magnet Lid 25g Blue ( No Logo);;;;;;-;-;-;-;-;-;;
12516;L Dingler;Magnet Lid 25g Green ( No Logo);;;;;;-;-;-;-;-;-;;
12517;L Dingler;Magnet Lid 25g Yellow ( No Logo);;;;;;-;-;-;-;-;-;;
12518;L Dingler;Magnet Base Blue;;;;;;-;-;-;-;-;-;;
12519;L Dingler;Magnet Base 25g Green;;;;;;-;-;-;-;-;-;;
12520;L Dingler;Magnet Base 25g Yellow;;;;;;-;-;-;-;-;-;;
12521;Skinchem (Pty) Ltd.;I/G Soie Blanche White Silk;;Closed;;30.11.2016;02.12.2016;05.12.2016;12.12.2016;12.12.2016;13.12.2016;;;;
12522;Skinchem (Pty) Ltd.;I/G Velours Noir Black Velvet 100ml;X;Closed;;30.11.2016;02.12.2016;05.12.2016;12.12.2016;12.12.2016;12.03.2016;;;;
12523;Revlon SA;P/Honey Flex Shampoo Light Green;;-;;;;-;-;-;-;-;-;;
12524;Revlon SA;P/Honey Flex Shampoo Cap Turquoise ;;-;;;;-;-;-;-;-;-;;
12525;Le-Sel;Body Balance Bonus Size Hand and Nail Cream 100ml;X;-;;;;-;-;-;-;-;-;;
12526;Zeta Laboratories;2l 38mm PET Bottle - Drawing;;-;;;;-;-;-;-;-;-;;
12527;Tiger (Filler Prime);Ingrams Jar 500- Urola Labelled;;-;;;;-;-;-;-;-;-;;
12528;Tiger (Filler Prime);Ingrams Mens Lid 500ml -Urola;;-;;;;-;-;-;-;-;-;;
12529;Tiger (Filler Prime);Ingrams Mens Jar 500g - Urola;;-;;;;-;-;-;-; ; ;;
12530;Tiger (Filler Prime);Ingrams Mens Lid 500g - Urola;;-;;;;-;-;-;02.01.1900;-;-;;
12531;Britec Labs;Pink Diamond Hand and body Lotion 150ml;X;-;;;;-;-;-;-;-;-;;
12532;Britec Labs;Pink Diamond Hand Cream 100ml;X;-;;;;-;-;-;-;-;-;;
12533;Britec Labs;Coppelia Luxury Hand and Body Lotion Xmas 2017 200ml;X;Closed;;01.12.2016;06.12.2016;08.12.2016;12.12.2016;12.02.2016;19.12.2016;;;;
12534;Britec Labs;Coppelia Intense Luxury Hand and Body Lotion Xmas 2017 200ml;X;Closed;;01.12.2016;06.12.2016;08.12.2016;12.12.2016;12.02.2016;19.12.2016;;;;
12535;Britec Labs;Endangered For Her Luxury Hand and Body Lotion Xmas 2017 200ml;X;Closed;;01.12.2016;06.12.2016;08.12.2016;12.12.2016;12.02.2016;19.12.2016;;;;
12536;KERRY Ingredients;1Lt Da Vinci Clear PET Bottle - 1881 Neck Finish;;;-;;;-;-;-;-;-;-;;
12537;Kyron Laboratories;Madaji Milking Cream Jar 50ml - Labelled;;;-;;;-;-;-;-;-;-;;
12538;Catwalk;Wintergreen Icy Arnica gel 75ml;X;;-;;;-;-;-;-;-;-;;
12539;Catwalk;Wintergreen Menthol Hot Gel 75ml;X;;-;;;-;-;-;-;-;-;;
12540;Catwalk;Wintergreen Hot Muscle 75ml;X;;-;;;-;-;-;-;-;-;;
12541;Le-Sel;Body Butter Jar (Flat as per Linda  not 250 Beauty Factory);;;-;;;-;-;-;-;-;-;;
12542;Le-Sel;Body Butter Lid (Flat as per Linda not 250 Beauty Factory);;;-;;;-;-;-;-;-;-;;
12543;ZA Natural Care;Aloe and Honey Gel Mask 75ml;X;Closed;;07.12.2016;08.12.2016;12.12.2016;13.12.2016;14.12.2016;19.12.2016;;;;
12544;Environ Skin Care;Japan Claytech Masque 150ml;X;Closed;;08.12.2016;08.12.2016;12.12.2016;14.12.2016;14.12.2016;19.12.2016;;;;
12545;Environ Skin Care;Japan Clear Skin Wash 100ml;X;Closed;;08.12.2016;08.12.2016;12.12.2016;14.12.2016;14.12.2016;19.12.2016;;;;
12546;Dermasure;Sunactive Sunscreen 75ml;X;;-;;;-;-;-;-;-;-;;
12547;La Vita Spa;La Vera Night Cream 100ml;X;Closed;;06.07.2017;21.12.2016;07.07.2017;10.07.2017;11.07.2017;13.07.2017;;;;
12548;La Vita Spa;La Vera Day Cream 100ml;X;Closed;;06.07.2017;21.12.2016;07.07.2017;10.07.2017;11.07.2017;13.07.2017;;;;
12549;Afriplex;24mm Standard Cap (Cap Conversion seal ring to be removed);;;-;;-;18.01.2017;-;;;;;;
